OrderFeedbackDate_Key,Customer_Key,OrderFeedbackScore,OrderFeedBackText
20190505,995014,7,Hjemmesiden er får dårlig og for langsom samt indviklet!
20190505,1200814,10,Godt udvalg og hurtig levering
20190506,605460,10,"Fordi man altid, stort set, kan få de bøger man vil købe. God service hvis man skal have hjælp, og hurtig levering."
20190506,11992988,10,Hurtig og god service
20190506,13955044,10,"Har allerede fået min mand som kun læste i ferier, til at høre masser af lydbøger."
20190513,14078422,10,Dejlig service til rette pris der styrker mine børns lyst til læsning
20190514,1188817,10,"Saxo fungerer hver gang, det er hurtigt og effektivt og så sætter jeg virkelig pris på at få bøgerne leveret til døren"
20190506,12240176,10,I har et meget stort udvagle af forskellig typer bøger. :-)
20190507,1111420,10,"Har næsten altid hvad jeg søger, er hurtige og har gode priser"
20190507,12304366,9,"Hurtig levering, god service. Kæmpe udvalg"
20190507,1868103,10,Super koncept for en stor bogfanatiker.
20190507,233152,10,"I har altid de bøger, jeg skal bruge, og til rimelige priser."
20190507,1609292,10,stort udvalg - ofte tilbud om fri fragt - nemt og let at gøre indkøbet - stabil levering - forsvarlig indpak
20190509,416142,10,Jeg er utroligt godt tilfreds med mit premium abonnement og anbefaler jer gerne til andre??
20190509,504320,10,Altid gode bøger og hurtig levering
20190511,953301,10,God service og hurtig levering
20190512,1374414,10,altid stort og godt udvalg af bøger
20190512,1015412,7,"Har tidligere givet 10 i anbefaling, nu lavere. Jeg synes prisen for at have Saxo plus er i den høje ende, det er plat at skulle betale for streaming man ikke bruger, hjemmesiden inkl. mobilhjemmesiden er blevet dårligere og med et dårligere salgsflow. I var bedre i gamle dage."
20190513,14524618,0,Hvorfor har jeg ikke modtaget min matas point??? :(
20191004,14831161,9,helt nemt - Tak for det.
20191005,1193063,9,Pålidelige 
20191013,989020,10,God og troværdig web-shop.
20191015,857244,7,I har mange engelske titler
20190515,617743,4,"Der er alt for mange trin i bestilingsprocessen, og alt for mange bokse man skal sætte hak i, eller fjerne hak fra, for at undgå spam."
20190515,1794353,10,nej
20190518,14674984,7,"hhmm.... har ikke sådan noget at sige, end at priserne kunne godt være mindre i HARDCOVER bøger! :D <3"
20190518,12070224,10,Nemt og effektivt og god tilbagemelding om hvornår levering kan foeventes
20190824,11966289,8,"Kunne være fedt, hvis Saxo app er tilgængelig i Apple carplay"
20190825,14775076,10,"i sender hurtigt, det er fine priser og det er dejligt nemt."
20190825,824991,9,jeg kunne virkelig gody tenke meg at det angives hviklen rekke den enkelte bog utgjør i en serie - det kan en del gange være tidskrevende at finde det frem - mvh Anne Marie Willesen
20190825,14804896,10,"Det er en god pris, god service og hurtig levering. Kommer 100% til at anbefale og til at købe herfra igen:) "
20190826,14766892,10,God service
20190829,14808714,6,"Jeg har endnu ikke prøvet det, da jeg lige har tegnet abonnementet. Men spørg mig om 30 dage!"
20190830,14809546,10,God service at man kan prøve gratis
20190826,14805581,9,"Super fin hjemmeside med et godt udvalg, men synes det er lidt træls at man ikke får noget ekstra rabat når man bestiller for næsten 4.000 kr."
20190826,14797960,10,"Det er nemt at søge på siden. og I har alle de bøger, som jeg skal bruge. Perfekt!"
20190505,1868103,10,"Hurtig ekspedition, gode priser og mange gode tilbud på e-bøger på app’en. Idet det hele taget en tilfreds kunde."
20190506,12261975,10,har gjort flere gange
20190507,14077260,10,virker bare
20190508,12227984,10,"Tak Saxo, for ALT:)"
20190508,14664065,9,Hurtigt og nemt. stort udvalg. Stor datasikkerhed.
20190508,14664088,10,Hurtig levering. Let at bestille. Mange bøger tilgængelige 
20190509,12005746,8,Meget let at bruge..
20190510,559785,10,Gode priser og ... findes bogen på lager et eller andet sted ... så findes bogen også på lager hos SAXO
20190510,13424254,1,alle kender Saxo :-)
20190820,1025251,10,Godt udvalg og hurtig levering.
20190821,1616119,10,ok
20200105,1189219,10,"Stort udvalg af bøger, fremragende service!"
20200108,14639903,10,Kæmpe udvalg til gode priser!
20190826,583906,10,"e book  det bedste der findes
"
20190826,12336847,9,nemt og hurtigt
20190827,14799505,10,Det hele har bare været super godt
20190827,797842,10,","
20190828,1815406,10,"Jeg kan blive imponeret over, hvor kort tid der normalvis går fra man bestiller, til man modtager bøgerne. "
20190827,1160562,10,"nej tak
"
20190829,1631205,6,"Jeg anbefaler sjældent noget som helst, men er ellers tilfreds med Saxo"
20190831,1296153,1,"hjemmesiden er ""tung"" at finde rundt i .bøger skal åbnes i nyt browservindue(jeg bruger firefox.)
det fremgår ikke hvis en søgt bog forefindes i mit bibliotek. savner at kunne søge i bøger efter  prisklasser fx. under 100,-kr, 200,- kr o,s,v,
mvh
t.lunhart"
20190831,1779226,9,"Masser af titler, og god m7lighed for at finde en god pris"
20190902,12303171,10,pga. studierabat
20190903,13996732,9,"Det var den billigste løsning for mig, både med bøgerne fra studiet og fra Munksgaard.dk"
20190903,14133592,9,I har billigere studiebøger end Academic Books.
20190824,14804184,2,Kender jo ikke konceptet endnu
20190824,14779051,9,Nope
20190827,1884734,5,Siden går langsomt
20190828,14807575,8,"Jeg kunnen nemt finde alt det jeg skulle bruge, hvilket var rigtigt positivt. 
Ellers er det en smule dyrt, der måtte gerne være flere lydbøger på de faglitterær bøger og leveringen måtte gerne være hurtigere :)"
20190828,14701493,8,"I får ikke en højere score fra mig, før I rammer samme niveau for brugervenlighed, som jeg oplevede på politikenbooks.dk."
20190507,815656,10,Altid hurtig levering og fine priser:)
20190508,13981248,10,"Gode priser!
"
20190508,14471198,8,"hurtigt nemt, overskueligt.
Har de fleste bøger."
20190509,12145256,10,Bernie and Dennis for the win
20190510,1144283,10,Næsten alle mine bøger har jeg fået fra saxo.com
20190511,14010334,10,"Stort og godt udvalg, dejlig layout, præcist filter. I må gerne lave baren i toppen mere ""slim"", den fylder for meget i forhold til den brug"
20190512,12324110,10,"Mange titler, hurtig levering, "
20190512,805791,10,Altid rimelig hurtig levering 
20190512,1657059,10,Man kan finde næsten alle de bøger man skal bruge på Saxo ??
20190512,14539023,9,"Filtreringerne under søgning fungerer ikke optimalt.
Resten er fint."
20190512,419702,10,"Altid hurtig levering, og mange bøger på lager"
20190513,252529,2,Mgl mobilpay
20190515,1258523,6,"Hver gang jeg ville betale, gik ""systemet"" ud fra, at jeg var en virksomhed med cvr nr etc. Det har jeg ikke!"
20190511,12016074,8,Synes det er træls man ikke kan læse e-bøger på PC. Dette forhindre min datter at bruge vores premium abonnement.
20190511,1597642,10,Saxo fungerer perfekt!
20190512,1647789,10,Hurtigt og bekvemt??
20190512,14014691,10,"Stort udvalg, billige priser, hurtig levering. "
20190514,1668206,1,"Besparelsen er simpelthen efterhånden blevet for ringe, når man kun køber bøger en gang imellem. Fordoblingen af medlemsgebyret gør nok at jeg melder mig ud inden længe."
20190515,12224097,10,"Saxo har altid de bøger jeg leder efter :) hele min familie er begyndt at læse pga. det er billigt, nemt, hurtigt og har alle bøger jeg har ledt efter :) Det eneste jeg vil ønske er at der kommer flere psykologi bøger både på engelsk og dansk"
20190517,11926164,10,"Kæmpe udvalg, billigt, nemt og hurtigt."
20190519,982679,10,"Nemt, enkelt og hurtigt"
20190520,1261452,10,nemt. stort udvalg. hurtig levering
20190520,970150,10,"Har alle bøger jeg nogensinde har haft brug for, til rimelig pris og med hurtig levering"
20190904,1575491,0,Ja man kan ikke se om man har købt E-bog
20190904,12222302,5,Pænt nej tak
20190904,1008624,10,"Syntes at det er fedt at jeg både kan købe nye bøger, lytte til lydbøger, se pensumslister og sælge gamle bøger. ????"
20190904,14815011,0,Jeg må lige prøve det før jeg kan anbefale
20190509,1635119,10,"Jeg finder altid de bøger, som jeg ønsker - og det er nemt at gennemføre en bestilling"
20190512,1068769,10,"Let og billigt, når man har et stort forbrug af bøger. Jeg går sjældent forgæves efter titler. Forslag: Gør det muligt at opdatere ens betalingskort på 'Mit Saxo'."
20190514,235170,1,"Vildt irriterende at ""Fortsæt med at handle"" i indkøbskurv ikke returnerer til den søgning man er i gang med."
20190521,1875083,10,"Dejligt nemt at handle, og hurtig levering"
20190521,90461,10,"God og hurtig service, gode priser"
20190521,12185115,10,Godt udvalg og en service i topklasse
20190517,14099882,10,"Nemt at bestille og mange leveringsmuligheder, stort udvalg af bøger både nye og brugte"
20190518,1734092,8,Ok handel
20190519,1791510,10,Gode priser og hurtig ekspedition. God og nem hjemmeside. 
20190519,1291987,10,nemt at overskue 
20190520,12378886,9,"Hos SAXO har jeg fundet bøger, som jeg ikke har kunnet købe i min lokale boghandel."
20190521,12160220,6,Dybt frustrerende at jeg ikke kunne få lov at betale og derved gennemføre transaktionen. Først i femte forsøg gik min betaling klart igennem.
20190521,1128792,10,hurtigt og let
20190521,874054,3,Betalingssiden er ualmindelig bøvlet og langsom
20190522,1689301,10,Saxo.com virker altid meget professionelt fra personlig betjening til bøgerne er modtaget :)
20200105,14889991,10,"Super cool hjemmeside, der er meget bruger-venlig!"
20190827,12206886,10,"Altid god service, gode rabatkoder og alle de bøger man skal bruge :-)"
20190827,1253064,7,Dårlig hjemmeside!
20190516,1855753,10,:o)
20190517,14674216,10,Hurtig levering og gode priser
20190518,12092298,9,Nemt at bruge hjemmesiden og der er hurtig levering 
20190523,13981115,9,.
20190524,1039613,7,Får ikke topkarakter da hjemmesiden har det med og være langsom :)
20190525,929638,3,"jeres søgefunktioner hvad enten det er på forfatternavne eller bogtitler oplever jeg som dårligere end tidligere. 

jeres anbefalinger er heller ikke gode. Jeg bryder mig ikke om krimier og har vist aldrig købt en og alligevel får jeg gladelig anbefalinger på kriminalromaner.    "
20190525,1047220,5,"Noget rod med skift af betalingskort, men ellers udmærket side."
20190525,1157393,3,Jeres priser er steget for meget øv.
20190528,14682496,1,"ja, jeg er utilfreds med at jeg skal betale med mit dankort, når I både har fået CVR nummer og EAN."
20190601,1032028,9,"stort udvalg, særligt udenlandske udgivelser, gode priser"
20190603,14686320,5,"Jeg syntes ikke jeres hjemmeside er så brugervenlig. Men i er søde, effektive og billige :)"
20190828,14133299,10,Der er rigtig mange titler at vælge imellem specielt på lydbøger. Det er let at bruge hjemmesiden
20190831,1209885,1,Jeg er ikke betalt for at anbefale jer 
20190831,1255363,10,nej
20190831,14718637,3,"Hvis jeg klikker på en bog for at læser lidt om den og gerne vil tilbage til den side jeg var på er det ikke muligt.
Det giver ikke nogle mening. 
Man kan ikke søge på side 15 ud af 45 sider uden at klikke få sider af gangen. Mangler et skrive felt.
Hvis der er tilbud på Jp/Politiken kan jeg så ikke vælge at se dem alle sammen eller skal jeg søge "
20190831,14615668,7,"Det er irriterende, at hjemmesiden bliver ved med at hoppe til kurven, når man lægger en bog i kurven. Det betyder, at man bliver nødt til at søge efter bøger igen, og ikke bare kan fortsætte med den søgning man allerede har gang i.
Ellers er jeg glad for Saxo."
20190901,1105691,10,For I har næsten alle bøger både som fysiske bøger og e- bøger og så har i en god pris på bøgerne.
20190605,14688961,9,"det er nemt at finde rundt på siden. det er første gang jeg bestiller her over, så derfor ved jeg endnu ikke hvordan leveringen vil være, så derfor kan jeg ikke give 10"
20190903,1045449,10,"Kæmpe udvalg af alle slags bøger.
Hurtig levering."
20190904,1007093,10,nej
20190904,12235373,6,Billige studiebøger! 
20190522,1795282,10,Nemt og bekvemt
20190522,578882,9,det var let at finde bogen og betale.
20190523,227268,10,Altid den bedste online boghandel
20190523,14678644,8,Ok pris og hurtig levering
20190527,1273774,10,"Gode anmeldelser, priser og hurtig levering"
20190527,14092935,10,"Hver eneste gang jeg vil finde bog, så har i den bare altid <3 10/10 would shop again."
20190528,1934417,10,SAXO.DK leverer til tiden.
20190528,13990154,10,meget fed hjemmeside
20190529,11957465,10,"Gode bøger, mange muligheder nem og god service."
20190530,12164635,10,Har alle titler til bedste pris
20190530,14657388,10,Nem bestilling og hurtig levering
20190531,979704,10,God og overskuelig hjemmeside. Trygt og sikkert sted at handle.
20190601,636027,10,Bare det bedste
20190601,1203302,10,????
20190601,1824540,10,I har altid det jeg søger efter. Tak for det??
20190603,11902641,4,"Godt udvalg og priser, men det er irriterende at I bruger PostNord så man skal betale ekstra når det er levering til døren. Jeg får alt sendt til arbejde, så der er altid nogen til at tage imod og skrive under - hos andre er det fint at få det leveret gratis til en arbejdsadresse, men når jeg bestiller med jer skal jeg altid forbi en postboks elle"
20190603,1676538,0,Kender ikke nogen
20190604,129734,10,"Kæmpe udvalg og hurtig levering. Ingen bøvl, og alt er med."
20190903,14813716,8,det manglede en bog jeg havde brug for
20190906,14816202,8,billigt
20190906,12279469,9,Super god bogklub
20190907,1788289,0,synes ikke siden er god. Føler mig tvunget eftersom jeg tidligere var Riidr kunde som så blev til Politikens og nu Saxo. Min boghylde kan ikke sorteres som jeg gerne vil ha det og filteret fungerer ikke. det tager tid at genneføre en transaktion. jeg kan ikke gå ind på en af bøgerne på min boghylde og læse mere om bogen hvis jeg bare lige skal ha 
20190913,785046,9,"God service, når det er nødvendigt ved brug af FBF"
20190915,1640056,6,"Dårlig hjemmeside, når den anvendes på mobil."
20190520,755244,9,"Med et abonnement får man bøgerne til en god pris, desværre sker det ofte at de bøger man modtager har lidt skræmmer hist og her på omslaget, hvilket trækker ned."
20190521,1050704,10,"Hurtig levering til døren, samt billiger priser."
20190521,11922957,10,Det er en nem og overskuelig salgs side
20190522,1714587,10,fin service og gode priser. kan få det jeg søger.
20190522,14678322,10,"saxo er informativ. God service, hurtig levering"
20190522,1007653,10,Godt udvalg og super fin service!
20190522,12252609,10,Leveringen er super hurtig og der findes næsten ikke en bog man ikke kan købe hos saxo.
20190523,1609292,10,nemt og hurtigt og jeg er aldring blevet skuffet
20190523,14678808,7,"Man ikke scrolle uden at markere et sted på siden først. Det er irriterende. Svært at finde søgeord: jeg vil gerne finde autentisk kriminallitteratur, men jeg fik ingen hits som svarede til min forventning, fx Opklaret af Peter Møller, bøger af Bent Isager-Nielsen, Ove Dahl m.fl. Jeg er heller ikke så glad for forskellige priser, hvor man skal vær"
20190525,11984571,10,Prisene! Udvalg!
20190526,1886453,10,Fantastisk butik! Elsker bøger og de kommer hurtigt!
20190526,1143967,10,Der har bare altid været god service og levering
20190529,938309,6,Der er lidt for meget forvirrende flimmer på hjemmesiden.
20190529,13958958,10,nej
20190530,1583636,5,Prisen for mit medlemskab er steget til det dobbelte det sidste år samtidig med at der er færre af de helt gode tilbud med 20 % rabat på alle engelske bøger f.eks - så er ikke helt så begejstret som jeg har været.
20190530,14588059,8,"Stort udvalg af bøger, gratis fragt"
20190531,1167833,10,"Altid god og hurtig betjening, jeg har altid været glad for at handle på Saxo"
20190602,978953,10,"Jeg kan altid finde de bøger, jeg leder efter + bliver inspireret, når jeg søger rundt."
20190603,932145,10,Bestilling og levering - nemt og hurtigt
20190828,14548835,0,"I er for dyre, og for lidt samarbejde med kindle"
20190829,14738059,6,Jeg kender ikke systemet endnu.  Men hvor ville det være dejligt at kunne streame til min ebog. Der er på nettet.  Men dette her abbonnement bliver spændende at prøve
20190830,1616119,10,ok
20190831,14810140,5,"Jeg er jo først igang med at prøve, har jo ikke set udvalget af bøger endnu, og ved ikke hvor nemt/bøvlet det er at komme igang med at læse. Kommer fra Mofibo hvor servicen ikke er noget at råbe hurra for, så håber at Saxo kan noget på det område."
20190831,14617083,10,"Billige bøger, stort udvalg både på dansk og engelsk. Det bedste er at leveringstiden kun er 1-2 dage
"
20190902,404489,10,hurtig levering og god service
20190510,11951651,10,Altid god og hurtig kundebetjening :-).
20190510,13949462,9,"God og stabil webshop, som også formår at tilbyde deres kunder gode og brugbare serviceydelser. Dertil er deres kundeprogrammer også meget brugbare."
20190511,1682369,10,"God service, gode priser og hurtig levering. "
20190511,1640568,10,Altid masser af bøger og hurtig ekspedition 
20190513,13949553,10,"Jeres udvalg er lækkert stort - der er endnu ikke en bog, jeg har ledt efter, i ikke havde. Det er dog hændt at den er i restordre, men bøgerne finder alligevel altid frem til mig. "
20190513,1199770,10,"Jeg har handlet med SAXO i flere år,og der er altid god betjening,og en god  levering af bogpakker.MVH R Støvring."
20190514,12225382,10,"Tror jeg har sagt det før, men jeg er altid MEGET tilfreds med at handle hos SAXO. Det er nemt, der er nogle rigtig gode tilbud. Jeg studerer og har købt brugte lærebøger, altid i super stand. Det går hurtigt og smooth. Stor fornøjelse :-) Tak!!"
20190516,14663863,6,"nej
"
20190518,12029998,10,"saxo  er et godt sted at købe bøger, om end hjemmesiden er meget langsom.."
20190518,973954,7,"Lidt forvirring i bestilling men ellers fint
"
20190520,12224390,10,"Selv om det taget lang tid ved bestilling fra Grønland - er det det værd, når bogen/bøgerne endelig kommer, :-) Else"
20190521,767271,8,Det ser ud til at de har det udvalg man har brug for - baade paa dansk og engelsk
20190521,1210526,10,"Man får hvad man bestiller, og altid til tiden"
20190522,1235002,10,Næh
20190524,1956556,8,nej
20190517,1094143,10,"I virker! 
HVER GANG. 
TAK !"
20190520,1011950,10,I er bare god :D
20190521,129734,10,"Stort udvalg, hurtig og sikker levering"
20190521,14671015,1,I er virkelig dårlige til at levere... og så er hjemmesiden også rimelig uoverskuelig:(
20190521,1288245,10,"Nem og overskuelig hjemmeside, men det ville være rart at når en ordre er sendt i to pakker at man kunne se det inde under ordrer."
20190830,11915358,1,Ved ikke
20190904,14812977,10,I HAR BILLIGE BØGER
20190904,1219160,1,premium er blevet alt for dyrt
20190906,1302681,10,Hurtigt.   Gode bøger.   Nemt.
20190906,14816359,10,"Jeg har kendt til Saxo i rigtig lang tid, og det gør alle omkring mig også, så derfor stoler jeg rigtig meget på siden. Jeg ved det udvalg i har er i orden, og så kan jeg altid finde de titler jeg interesserer mig for."
20190907,1240591,3,"Hvis ikke du kun skal se sidste indkøb i bibliotek er det meget svært at finde en bog.
Som medlem af Forbrugsforeningen vil jeg gerne have rabat, men det er kun en gang lykkedes mig at få tilbudt fb betalingskortet når jeg skal betale."
20190908,13989282,10,En god og overskuelig platform
20190910,1067869,8,...kun hvis folk spørger efter en online-bogsælger
20190910,626038,10,Det var en positiv oplevelse.
20190525,1748700,10,Fordi SAXO simpelthen er den bedste boghandler
20190526,1009896,10,"Hurtig levering, godt lager??"
20190526,676934,10,Super godt at handle hos jer. Anbefaler altid gerne. Men har nu bestilt 3 bøger og den ene er forudbestilt t levering 28 juni - men jeg håber de andre bøger kommer før.
20190528,594528,10,Saxo har et stort udvalg. Saxo er konkurrencedygtig på priserne. Det er nemt at bestille over nettet.
20190601,1697464,10,Rimelige priser og hurtig levering ??
20190604,1144173,7,Der er altid hurtig levering og ved forudbestillinger kommer de på udgivelselsdagen ??
20190604,1213688,3,Lidt irriterende at man skal oprette en bruger for at bestille en bog!
20190605,12028336,9,Fin hjemmeside og hurtig og effektiv levering
20190526,1052489,10,Super bogklub
20190526,591578,9,Godt udvalg for lærere. Hurtig betjening.
20190528,697482,10,"Fungerer upåklageligt, gode priser, hurtig levering, bedste service! "
20190530,1526901,10,"Jamen dét er bare fantastisk at handle med Saxo lynbørge hurtig levering og nogen dejlige lave priser på jeres bøger som gør at jeg,som førtidspensionist har RÅD til at købe nogen gode bøger"
20190530,644442,4,"Usikkerhed i leveringer, man kan ikke altid stole på forventet leveringstiden."
20190530,11926243,10,Hurtigt og nemt at få nye bøger
20190601,14678880,2,Alt for besværligt og uigennemsigtigt
20190601,1258672,10,Ja bruger mest e-bog og bestilling fungere alrus
20190601,14685099,8,"En virkelig overskuelig side, nem at finde rundt i.
Stort udvalg - med fornuftige priser."
20190513,1093095,10,Det bedste sted at købe bøger.
20190513,822575,7,Hurtigere levering ville være et must. Bestil mandag og få varen torsdag er ikke imponerende i vore dage.
20190515,997480,8,"Har mange bøger at vælge imellem og prisen er god. De bøger der bestilles kommer hurtigt frem.
Jeg føler mig tryg ved at betale over nette her."
20190516,1255778,10,Altid gode tilbud og hurtig levering
20190520,14677280,5,"godt udvalg af bøger, lidt bøvl med oprettelse"
20190522,556288,7,"Undrer mig blot over at der ved bøgerne stod forventet levering 1-3 d. og at den nu, når jeg når frem til at have købt dem først er forventet levering d.7 juni og det er d.22 maj i dag?"
20190525,1221370,10,Virkelig godt med den hurtige levering.
20190526,1026006,10,"Nemt, godt udvalg, OK priser"
20190527,1658539,2,Tager titusinder år at gennemføre at gennemføre et køb.
20190528,885809,10,altid hurtig og fin levering og orientering.
20190528,956320,10,Altid rart at handle med Jer
20190828,573354,10,"Nem, hurtig og effektiv. Fornuftige priser, Anerkendt virksomhed"
20190829,12078058,10,Har altid været fuldt ud tilfreds med det hele
20190830,14807113,7,"Bra bøker, men var litt vanskelig å bestille da det funket dårlig å bruke VISA kortet ved betaling."
20190830,620322,10,Jeg anbefaler jævnligt da jeg finder appen god
20190831,863415,10,Det er så nemt at finde det man skal bruge og så downloade det
20190902,1853650,10,Nemt og hurtigt. 
20190902,14812481,0,EN RIGTIG studierabat mangler
20190904,14814625,8,"I er gode, men har tidligere haft problemer med i ikke pakker tingene ordentligt inden forsendelse. Få nu noget bobbelplast omkring og så scorer i 10 over hele linjen."
20190904,14812760,10,har altid det man skal bruge og mere til! 
20190904,11956188,10,super leveringstid
20190907,11966289,7,"Sidste lydbog jeg købte startede 30 min inde i bogen, og da bogen var slut, kom forord og de føste 30 min.  Jeg lytter online uden at downloade bogen, da jeg lytter fra både telefon og iPad. Appen er mega ustabil og falder hele tiden ud, mega irriterende, især når man lytter men man køre bil, man kan jo ikke sidde og genstarte og nogle gange skal "
20190910,14819013,10,Hurtigt og nemt at få sine lydbøger. 
20190911,12162180,10,Ikke i dag
20191021,13969750,10,Der er god service og I er hjælpsomme når man henvender sig for at få hjælp.
20191024,13966744,10,"Jeg modtager ordren, så jeg har tillid til firmaet."
20191104,1621090,10,"Hurtig bestilling, let og overskueligt"
20191106,1769370,7,Jeg er super tilfreds med jeres service??
20191118,14852878,10,Har anbefalet det til min klasse! :)
20191118,12335604,10,"Dejlig, nem hjemmeside"
20191121,14632927,7,God leveringstid og god kvalitet af bøger. Kan anbefales!
20191127,150185,3,Abonnementet er dyrt og man kan kun købe er eksemplar af en given bog
20191129,1259816,7,Der er bedre bytteservice hos Bog og Idé
20191201,715587,7,"God butik, men surt at I er flyttet fra Danmark"
20191205,14868845,10,Det bedste sted at købe bøger - enormt udvalg. Har aldrig været utilfreds.
20191205,14869361,10,super nemt at bestille - SAMT Jeres kundeservice er fantastisk :)
20190414,388540,10,"Virkelig godt produkt med jeres premium, jeg er glad for både rabatterne ift. de fysiske bøger og jeres app!"
20190414,14642513,4,"Rædselsfuld bestillings- og betalingsproces.
Skal indtaste forsendelsesinfomationer adskillige gange."
20190418,12197777,0,"I siger i ikke kan finde den bog jeg lige har købt, men alligevel, ved at finde den på pricerunner, bliver jeg sendt direkte ind til dette link, jeg har søgt og søgt men kunne ikke finde den, så nu har jeg bestilt 3 bøger herinde, hvor jeg skulle betale for fragt for den sidste bog jeg købte"
20190420,1611835,10,fin service flot
20190422,1067411,5,"1 uges forventet leveringstid, er for meget."
20190424,982816,10,"Bredt og spændende udvalg, hjemmesiden er nem at navigere i og layoutet er overskueligt, samt priserne fornuftige."
20190424,1213343,10,Det fungerer bare - hver gang
20190424,14650548,0,Jeg har siddet med jeres kundeservice den halve morgen da jeg har bestilt fra hjemmesiden 4 gange uden held. Hver gang gik betalingen igennem og jeg blev derefter sendt tilbage til hovedsiden og bedt om at gøre det hele igen. Det var tid jeg godt kunne have brugt på noget andet!
20190425,12072529,10,"Altid super service og hurtig levering :-)
Tak!"
20190426,14652977,10,nej
20190426,14653046,0,"Ja I er nogle møg pander, der alt for aggressivt prøver at indfange nye medlemmer på en træls måde. Ufin stil ??"
20190427,12237155,10,Utroligt glad for at handle her ??????
20190428,1181024,10,"Hurtig, effektiv betjening og et stort udvalg af titler):):"
20190428,1801160,10,"Godt udvalg, gode priser, hurtig levering"
20190524,1173354,10,super let og overskueligt
20190526,965719,10,"Fordi det er nemt, udvalget er stort og fordi der er gratis fragt."
20190526,1299519,8,"Super med streamingstjeneste med lydbøger. Udvalget måtte dog gerne være større, også gerne af gamle klassikere og oplæsningen måtte gerne være af mere trænede og indlevende oplæsere som fx Carsten Pharao eller uddannede skuespillere."
20190526,738860,10,"Velfungerende hjemmeside, hurtig levering, troværdigt. Enormt udvalg."
20190527,1900022,10,God kundeservice.
20190528,532469,10,Nej men jeg er meget tilfreds med Saxo
20190429,597373,10,"Jeg syntes Saxo, er behagelig at handle med, god service"
20190722,668339,10,Bsbdbfndnd
20190725,14781406,5,Jeg kender det jo ikke endnu......
20190725,1788573,10,"Det virker både sobert og effekivt
"
20190727,1267339,10,Det virker Glæder mig til lydbøger på min ferie
20190729,956216,9,Har (næste) alt - overskueligt at vælge - hurtige med nye ting - billige priser - god og hurtig leverance - alt i top 
20190730,1570873,10,Stort udvalg til favorable priser - mit one-stop-shop for bøger!
20190731,395167,10,"Det er smart og super nemt, også hvis man kun ønske at købe en enkelt bog uden premium abonnement"
20190802,12019106,7,De er gode og hurtige med et bredt udvalg.
20190901,12192267,7,l
20190902,1222949,8,Stort udvalg og god service.
20190903,14085260,8,"Utrolige gode priser, og en meget flot stand, billederne af produkterne er dog ikke altid lige omfatende. Ellers er jeg en meget tilfreds kunde.    : )"
20190904,14814663,10,Gode priser og forholdsvis hurtig levering! :-)
20190905,14814265,10,Overskueligt hjemmeside og indkøbskurv samt stort udvalg af bøger.  
20190907,1289405,10,"Det er nemt, hurtigt og overskueligt - og jeg kan godt lide donations-funktionen når man skal betale sit køb :)"
20190911,504156,10,"Det er hurtig levering, gode nyhedsmail, og nem bestillingsprocedure."
20190914,1291613,10,"Stort udvalg, let adgang, dog lidt høje priser"
20190914,1149251,5,Der er alt for mange pop-up vinduer!!!
20190918,1540813,10,"alttid dejlig at handle ved. Nem hjemmeside, bøgerne er pakket godt ind, og vare ankommer hurtig."
20190603,1640787,10,"Gode priser 
Bredt udvalg 
God service"
20190605,144105,7,Jeres system går næsten i stå under søgninger med mange hits (i dette tilfælde over 7.000).
20190606,1221722,10,God netbutik - stort udvalg - gode priser
20190606,12141301,10,Nemt - billigt og hurtig levering!
20190606,1217596,9,"Jeg vil jo gerne lige modtage ordren før jeg svarer, men har ret stor tiltro til at det virker.
Syntes web siden hopper lidt hurtigt væk fra sin opgave :-), så man skal lede igen/igen."
20190607,14689482,10,Hurtigt og nemt at handle igennem Saxo
20190608,972535,10,Gode priser og hurtig ekspedition - derfor !
20190610,11933488,10,Stort udvalg
20190611,943652,10,"Nemt at søge, overskuelig side, gode priser, hurtig levering "
20190806,12256160,10,Fordele ved at melde sig ind i premium - medlemsrabat + rabatkoder
20190808,12319977,2,Jeg synes jeres bøger er meget dyre. Jeg bruger kun at købe ebøger hos jer når jeg skal på ferie. Jeg har normalt Bookmate gratis via abonnement hos yousee. Der hører jeg dagligt lydbøger - men det tager for meget data når vi er ude at rejse.
20190810,574136,0,fordi I spørger om det hele tiden
20190810,12186361,10,Godt udvalg og nemt
20190811,1006845,6,"Hvis bibliotek kunne sorteres efter forfatter, var scoringen i top"
20190813,12227479,9,Jeres ebogslæser er ikke særlig god.den mangler flere muligheder.
20190813,1070106,9,God service
20190608,1305832,10,"Altid sikker levering
"
20190608,394686,10,"altid de bøger man mangler til en ok pris. Hurtig levering 
"
20190610,14690751,10,Let og nem at overskue
20190610,12340966,8,H
20190610,11903169,10,Det fungerer bare. Jeg har aldrig haft problemer med Saxo.
20190612,489032,10,Fungerer bare 
20190613,916940,6,"Jeg synes det er meget dyrt at være medlem, derfor er min bedømmelse ikke bedre."
20190613,805155,9,Jeg har handlet hos Saxo flere gange og altid været godt tilfreds
20190612,1009469,10,Ikke nu
20190612,1299823,10,Altid professionel håndtering
20190612,1758474,10,Altid gode aktuelle tilbud. Pålideligt og sikkert. Hurtig og gratis levering til medlemmer.
20190612,937871,7,synes jeres www har ændret sig - søger eks. på Rom - får over 5.000 forslag blandet sammen?
