OrderFeedbackDate_Key,Customer_Key,OrderFeedbackScore,OrderFeedBackText
20190327,908732,10,"Har aldrig oplevet at blive skuffet.. og de bøger jeg køber er gerne fra saxo.
Så glæder jeg mig selvfølgelig også over at få en bog, som er skrevet af mig, hjem til reolen."
20190320,14611222,10,God og overskuelig proces. Rigtig fint med mulighed for donation. 
20190323,1593805,3,"Har lige forsøgt 3 gange at betale en ebog med MobilePay. Hvad går galt?
mh
Hans Jacob
"
20190324,1209948,10,Super godt udvalg og fair priser. 
20190325,1089754,9,"Ja men I har en stor fejl, I er for dyre med premium medlemspris"
20190326,877985,2,Jeg taler ikke særlig tit om hvor jeg køber bøger fordi det ikke er interessant at snakke om.
20190330,1535124,6,I bliver ved med at sende mig rundt omkring i jeres bestillingsproces .. . jeg skulle indtaste min adresse 5 gange
20190401,905278,8,"Boghandler er nogle gange bedre. Samtale fremmer forståelse og kan stimulere nysgerrigheden :-)
"
20190401,14624922,4,det gik fint med at hente bogen
20190404,12231470,9,"Super bredt udvalg, godt sortiment, bedste sted at købe engelske bøger, gode priser, hurtig fragt og god service"
20190405,14629889,5,Da det er min første bestilling ved jeg det jo ikke endnu ??
20190401,14625025,10,SAXO - det er nemt og overskueligt.
20190402,1124004,1,nej
20190523,14085495,9,Rigtig god hjemmeside. I har rigtig mange bøger
20190524,1768798,0,Nej tak. 
20190530,1951860,5,"Jeg savner mulighed for at vælge engelsk, så jeg kun får vist bøger på engelsk (eller islandsk), både i appen såvel som på hjemmesiden. Anbefalingerne rammer LANGT ved siden af, og der mangler i allerhøjeste grad lydbøger på engelsk."
20190611,1685286,10,Altid hurtig levering og fin service ??
20190627,1656852,7,"At jeg ikke giver den højest, er fordi jeg sjældent taler om bøger til mine venner."
20190627,839682,10,Jeg har brugt Saxo i flere år. Fungerer godt.
20190615,14612532,9,Ja vil helt klart anbefalde det for synes man finder lige det man leder efter hver gang.
20190627,14437950,10,"Det er rigtig dejligt at der er rabat på studiebøger, det hjælper virkelig når man er studerende"
20190620,326707,10,"Hurtigt, god pris, bredt sortiment"
20190705,1248237,10,syntes bare det virker
20190719,14778840,10,"Det hele virker. Sikkert at bestille.
"
20190813,1131922,10,er super tilfreds m priser og leveringshastighed
20190819,11961775,1,too much trouble
20190616,1175743,10,Cool og nemt 
20190705,12346067,10,I har et bredt udvalg af bøger vedrørende investering og dertil nemt at skabe et overblik over prisen på bøgerne og som regel er det lidt billigere end hos jeres konkurrenter. 
20190708,12335870,10,"Stort udvalg, god service, overskuelig hjemmeside og gode medlemsfordele ved Saxo Premium. Anbefalingerne kunne godt blive bedre, og en integration til fx Goodreads eller Bibliotekerne vil være cool, så Saxo bliver en platform for alt litterært materiale."
20190523,585287,8,hurtigt og nemt at bestille
20190524,1068779,10,God og hurtig service !
20190529,14683891,8,Facebook integration virker ikke
20190623,12328272,10,Det er nemt og hurtigt st handle på Saxo
20190624,12144226,9,"Elsker Saxo, og ville elske det endnu mere, hvis i fik styr på jeres ""recommendations"" - jeg har ingen interesse i en anden version af en bog, som jeg allerede har købt. Hvis jeg nu ejer den som hardback, skal jeg ikke bruge den som paperback, ebog, eller lydbog. Måske forkuser recommendations på de 200 bøger, der ligger i min favoritliste?"
20190628,14677996,10,God og hurtig levering! Super god indpakning
20190702,1579787,2,pga. pris og manglende bøger på lager
20190707,1035062,9,"Saxo har som regel det  jeg søger og hurtig levering, tak"
20190711,12089087,10,Jeg køber altid bøgerne her og har altid været glad for det. Fair priser og hurtig betjening og levering.
20190701,1728034,0,"Jeg anbefaler ikke sådan, kun ved forespørgesel"
20190706,14765671,6,"Overvej om der ikke kan gives gratis fragt, når beløbet er over 200kr."
20190712,871271,10,"Jeg finder altid hvad jeg skal bruge, og kan stort set altid vælge imellem flere forskellige prisklasser."
20190724,1792678,10,Der er et bredt udvalg
20190724,172621,1,"Ja! Jeg har været kunde i adskillige år og får alle mails fra jer ofte. Den kode, der skulle give mig rabat virker ikke, og i øvrigt kan jeres system pludselig ikke genkende min mailadresse, så jeg skal oprette mig som gæst. Ikke videre betryggende!"
20190801,150369,10,stort udvalg; god betjening
20190802,1898088,10,Er altid tilfreds når jeg handler hos saxo
20190803,11989464,9,"Alt fungerer (som regel) rigtig godt, men ville vaere godt med ""look inside"" funktion ligesom hos amazon."
20190809,12093614,10,Lidt svært at finde rundt på siden men elsker jeres udvalg
20190817,1804131,10,Stort udvalg hurtig levering!
20190708,14766742,5,Kommer an på om leveringen kommer til at foregå problemfrit.
20190713,11921280,10,"Altid de sidste nye bøger på lager, og super hurtig levering."
20190720,1108298,6,Studierabat!!!
20190721,14779503,10,Speciel hvis jeg modtager pakke ASAP 
20190721,14779607,10,"Fantastisk hjemmeside med dejligt mange muligheder, bøger og inspiration. Let overskuelig og skønt udvalg.... genialt hjemmesidenavn tilmed ;)) "
20190722,905282,0,pakke til dør var gratis men når det blev valgt kom der gebyr på alligevel!
20190725,1785658,10,"Altid stort udvalg af bøger også på engelsk.
Har aldrig modtaget en beskadiget bog og der er ret hurtig levering."
20190803,12162042,8,"Mangler betaling med MobilePay.
Svært at finde næste bog i serien - alle bøger og udgaver præsenteres ""hulter til bulter"".
saxo.com bruger mandrillapp.com som godt kan DMARC. - Set policy til reject.
"
20190806,978729,10,Det virker - hver gang
20190807,12317496,10,"Saxo har alle bøger til rimelige priser hvilket er fantastisk. Hvis jeg hører om en bog jeg godt kunne tænke mig at læse, kan jeg være 98% sikker på at Saxo har den!"
20190813,14794809,0,hgfvdeesy
20190816,14797262,4,Bruger helst I bøger 
20190712,14292023,10,Super godt
20190722,14628058,10,Har de grafiske noveller jeg elsker. Er konkurrencedygtige på pris 
20190729,935588,10,Hurtig service og ingen problemer.
20190803,14661132,7,"Solidt udvalg, også af fremmedsprogede bøger."
20190820,12202764,9,Gode priser og nem hjemmeside at finde ud af. Desuden hurtig kundeservice.
20190821,11894453,10,Studierabat igennem DJØF er lækkert.
20190828,1124839,10,Ingen yderligerer kommentarer
20190903,1911997,10,"Stort udvalg og gode medlemsfordele.
Hurtig levering."
20190827,14761682,10,Gode priser. Super kundeservice!
20190312,1305743,10,"Altid mange, nye og spændende udgivelser - og lige så ofte fremragende hjælp hos kunderservice = May!"
20190316,12044381,10,"Jeg er en hyppig bruger af saxo.com og jeg synes bare, at alt fungerer upåklageligt. Antallet af bøger, som jeg interesserer mig for er stort, leveringen går hurtigt. What´s not to like?"
20190318,1242672,10,nemt og hurtigt...
20190321,1880920,10,Det er overskueligt og der er ingen problemer
20190325,1527381,10,"Jeg har brugt Saxo publish til udgivelse af både e-bøger og trykte bøger, og er super glad for muligheden!"
20190327,11957674,10,"Jeg synes, det er fantastisk , at man kan få fri fragt på sine fysiske bøger og at man samtidig også kan lytte til bøger. Jeg har tidligere været tilmeldt 2 forskellige bogklubber, for at kunne bruge begge dele - det er jeg fri for nu :-)"
20190327,804198,5,Ahh - ikke rigtig ??.
20190330,1557300,10,Godt sortiment!
20190331,1140785,9,Altid de nyeste bøger til ok pris og klar til download for min Kindle
20190402,12027182,10,:)
20190402,14626277,8,I har et godt udvalg af bøger!
20190621,1855781,9,god hjemmeside
20190702,1629716,10,funker bare altid
20190721,1120998,7,Handler helst i min lokale boghandel for at holde den i live. Men køber engelske bøger via Saxo.
20190401,12017155,10,"Jeres hjemmeside er fantastisk nem at finde rundt i. Jeg finder tit bøgerne til den bedste pris hos jer. Hurtig levering vægter jeg højt, og det får jeg hos jer. "
20190401,14356036,1,"For vanskeligt at skelne mellem at være ""tilmeldt kunde"" og ""medlem"" - for ikke at sige ""premium medlem""."
20190414,1650580,9,"Godt udvalg, og god bruger oplevelse med at købsprocessen"
20190430,14183168,9,Hurtig levering.
20190512,1207458,7,"Mine venner er desværre ikke just læsere, men hvis de var ville jeg højst sandsynligt anbefale saxo"
20190523,951269,1,"Mobile pay virkede ikke.
Jeg har der står, at beløbet er trukket to gange, men betalingen er ikke gået igennem."
20190528,1249242,10,altid let og god vejledning
20190618,14694331,10,"Det er et trykt sted at købe bøger, når man ringer ind er det flinke folk man snakker med. Generelt er der en kvalitet over saxo"
20190622,606020,5,"Bestillingssiden er besværlig og træls og får mig til at give op, når jeg skal bestille en bog. Man har ikke mulighed for at købe uden at oprette et login og det er irriterende. "
20190627,14750221,7,"Det er min første bestilling, så jeg vil lige se, hvordan det går"
20190627,12172977,10,"Gode priser, hurtig levering og ikke mindst ordentlig indpakning af bøgerne, så de når frem i god stand!"
20190701,14758813,5,jeg synes saxo.com er fin men ikke noget ud over det sædvanlige
20190320,1560989,10,Bøgerne er billigere end på andre hjemmesider og I har et større udvalg. 
20190321,12327438,10,Altid nem at bruge - kunne dog være godt at tilbyde studerende gratis saxo premium :)
20190322,1084143,10,Saxo er fin!
20190327,12069905,7,"Jeres udvalg af bøger er relativt rodet. For eksempel har jeg meget svært ved at sammenligne forskellene på de 20 udgaver af samme bog I har. Det skaber nogle problemer og kræver mere energi af mig, hvorfor det også, alt andet lige, giver marginal omkostning for jer."
20190328,11963041,0,I har snydt mig til et medlemskab
20190331,14623503,10,Nem og hurtig måde at finde litteratur på.
20190331,1523142,10,"Nemt at handle hos Saxo, stort udvalg "
20190404,14627992,0,nej
20190406,319256,2,For dyre priser
20190408,11985196,10,De har nogle gode bøgen 
20190408,14634944,10,"Gode priser, og også billigere med studiebøger, hvilket er dejligt :)"
20190730,518314,6,nej
20190730,1310977,10,"Dejligt nemt at bruge, lave priser, hurtig levering og altid god personlig service når nødvendigt :)"
20190801,1803308,9,Altid god service og hurtig levering
20190806,1646997,10,Stort udvalg af både engelske og danske værker til gode priser :-)
20190812,1125068,8,Dejlig nemt og billigt og stort udvalg :-D
20190812,14794230,10,Fordi bøger er godt og gør kloge.
20190814,14795878,0,Stop med at spørge
20190816,920687,8,Jeg synes Saxo er udmærket. Mit forbehold skyldes ønsket om at bevare min lokale boghandler
20190904,14815052,7,ja det er fint nok
20190909,744867,10,I er bare gode!
20190913,12241250,10,Altid bredt bogudvalg og super god service samt hurtig levering
20190913,497586,6,"Gør ikke meget med det med at anbefale steder med at handle. Jeg fraråder steder, hvis jeg ved det fup og humbuk, men ellers så overlader jeg det til folk selv og tage deres beslutninger, så er det kun hvis de spørger ind til hvor jeg handler jeg kommer frem med det."
20190914,14821086,8,"Jeg har ikke købt på Saxo tidligere, men siden er kendt og virker troværdig. Det er en fordel, at prisen på levering til posthus og hjemmeadresse er den samme. "
20190922,1270284,10,"Kæmpe udvalg, hurtig levering, det er bare så godt!"
20190724,1407085,10,Kæmpe udvalg i engelske bøger.
20190728,14780622,10,"Fantastisk udvalg, billige priser og hurtig levering. Bedste online boghandler."
20190804,1290132,5,"Jeg hader, at jeg er tvunget til at have streaming af lydbøger og e-bøger med i mit saxoplusabonnement."
20190807,1306755,10,"Hurtigt, effektivt - stort udvalg og man bestille hos en dansk virksomhed ;O)."
20190815,806045,10,"Det er så rart, at jeg kan bestille ældre engelske krimier på engelsk uden at skulle omkring amazon!"
20190816,14795647,4,Hjemmesiden driller ofte. Man kan ikke se om levering sker med DAO eller PostNord før efter man har bestilt
20190904,13063239,10,"I har en fantastisk godt udvalg af gode fagbøger ligesom i også har et kæmpe udvalg af skønlitteratur og andre typer romaner.
Jeres kundeservice er altid effektiv og venlig.
Man har som kunde indtrykket af at I brænder for det i sælger OG at jeres kunder har en god oplevelse, dvs, det er ikke noget som er svært at finde jeres system guider nemt og"
20190802,1194536,10,"Kæmpe udvalg, gode priser og hurtig levering. Så enkelt er det. "
20190812,12244547,8,"Saxo har fantastisk sortiment, men ikke de mest erfarne ansat kundeservice"
20190906,1551519,10,Gode priser og det er dansk!
20190910,946979,10,Godt sted at handle bøger
20190827,14806898,9,"Det var lidt kringlet da der var mange trin i betalingen MEN på en god måde da jeg er sikker på sikkerheden i mit køb. Derudover er der selvfølgelig et stort udvalg af mange forskellige bøger, mega fedt."
20190904,864574,10,God pris.
20190901,985240,10,Det er en butik lige efter mit hoved med ALLE genrer repræsenteret og et prof personale.
20190910,14107510,10,"Jeg finder næsten alt, jeg søger efter."
20190917,12010567,10,"Hurtig levering, god kundeservice og bredt udvalg. "
20190920,14824278,9,Fint overskuelig hjemmeside og bestilling.
20190923,1414388,6,For dyrt hver måned.
20190924,1061516,5,Jeg har bestilt samme vare 2 gange. Fordi jeg ikke får en SMS eller mail der bekræfter ordren?
20191001,12342796,10,Altid nemt og hurtig at bestille hos Saxo
20190904,1635041,0,"Under søgen efter den bog, jeg skulle bruge fik jeg oplyst, at jeg ved at oplyse rabatkoden EFTERAAR2019 ville få 20% rabat. Da jeg kom til betaling var koden ""ugyldig"". Fup og fiduser, som ikke kan anbefales til andre."
20190303,1310977,10,God nem hjemmeside at betjene. Gode priser. Fantastisk udvalg!
20190305,1111804,7,"God, men mangler fuldstændig en god oversigt over hvilke bøger der indgår i en serie - og hvilken rækkefølge. Der er Plusbog bedre.."
20190312,335137,5,"Ja - som jeg tidligere har sagt til jer, så er det meget irriterende, at når man har sat en søgning op på f.eks. e-bøger, og lagt en bog i sin kurv, så skal man sætte søgningen op igen. Man kan ikke fortsætte, hvor man slap før kurven, og det er noget møg."
20190314,14604794,8,Nem og enkel selvbetjening online og god søgefunktion samt nogenlunde priser
20190316,379707,10,Jeg har stor glæde af at læse mine e-bøger fra Saxo.??
20190317,480043,6,"Meget besvaerlig hjemmeside at navigere paa... For meget roll-down, pop-up osv."
20190318,999506,10,Hurtig og god service
20190320,1011505,0,"Unfair spørgsmål, da jeg ALDRIG anbefaler noget til nogen. Folk må gøre deres egene erfaringer. 

Men jeg er super tilfreds med Saxo, så måske skulle I tilføje et spørgsmål om det"
20190321,1036726,10,Dejlige priser og gode bøger.
20190321,1066352,10,"Nem hjemmeside at finde rundt på, hurtig levering - mange gode tilbud, god service, følger jer på Facebook, da der kommer mange gode info der"
20190322,1555816,0,"Jeg laver aldrig den slags anbefalinger, men lader mine venner selv vælge"
20190325,1663636,10,Jeres priser er altid bedre end andres.
20190325,710256,8,Har altid været godt tilfreds.
20190303,12141310,7,Den procentmæssige høje stigning af abonnementet gør mig mere tilbageholdende med at anbefale Saxo premium end tidligere. 
20190308,14596565,2,"Det er ikke relevant for mig at anbefale boghandler til bekendte,
men jeg vil sikkert anbefale, hvis nogen spørger. Overvej en anden formulering af spørgsmålet"
20190308,12155023,0,"Ja, det er ofte sådan at jeg bestiller en bog, som ikke er på lager. Derudover synes jeg tit at bøgerne er dyrere end andre steder. Det kan ikke passe at man skal være medlem for at få rabat -særligt ikke sådan en loyal kunde som jeg er. Men jeg får kun SU og her ville det da være rart at få lidt mere rabat, tak."
20190315,1663763,9,har kun gode erfaringer med Saxo.com
20190326,12137306,10,Jeg fucking elsker saxo :D. Undskyld jeg bandede. Ha en vidunderlig dag :)
20190402,823452,7,Understøtter ikke alle browsere.
20190418,1804211,3,Utrolig forvirrende site - alt for mange og store dropdown funktioner!
20190428,12104353,10,Det den eneste hjemmeside jeg kender man kan købe bøger ved og det er aldrig gået galt
20190506,12137306,10,"Jeg elsker saxo mere en, end et kold øl på en varm dag :D Helt seriøst er det min yndlindhjemmeside :)"
20190511,778039,10,"Et kæmpe udvalg, virkelig god ordning med Premium og fri fragt. Og altid spændende at kigge rundt på jeres sider. Altid ny inspiration"
20190603,49053,1,Jeg har ikke fået min forsendelse endnu
20190605,1222573,1,"Jeg har kun lige bestilt min bog, så jeg ved ikke hvor gnidningsløst det bliver. "
20190615,14693153,7,Saxo er den billigeste leverandør jeg kender. Det er samtidig meget rart at kunne betale med mobilepay
20190403,14627950,10,".
"
20190406,1161525,9,Altid flot service.
20190403,1215868,10,det fungerer bare så nemt
20190407,14619828,9,"Hvis I skal have 10, så skal der være en bedre shop videre funktion som gør, at man ikke skal søge forfra igen."
20190410,12141724,6,"Det handler kun om prisen. Alt andet er upåklageligt. 
Men når amazon.de gør det 20-30 kr. billigere pr. bog inkl. Saxo-primium, så er det svært ikke at kigge den vej. 
Det der taler klart for Saxo er at indpakningen af bøgerne generelt er meget bedre."
20190412,713961,10,Hurtig og enkel bestilling. Kunne godt ønske mig 1) forklaring på leveringstid til hhv dør/pakkaboks 2) kort over leveringssteder/pakkeboks for valg af bedste mulighed
20190420,1879909,10,I har næsten altid hvad jeg skal bruge <3
20190422,12280481,10,Elsker Saxo
20190423,1241697,10,God og sikker levering både når man køber e og fysiske bøger. Gode og billige tilbud. Kun sommetider lidt svært at finde rundt. Det er en skam man ikke kan søge på temaer
20190408,14003186,2,"Når man udfører en søgning og kigger søgeresultaterne igennem er det umuligt at komme tilbage til den liste, man møjsommeligt have opbygget ved hjælp af filtre. Der ud over savner jeg en standard opsætning som f.eks. at man kun vil se e-bøger. Jeg køber aldrig papir-bøger."
20190409,795356,10,Bare rigtig godt produkt. Professionelt til fingerspidserne.
20190414,1294941,0,"Jeres hjemmeside er næsten ubrugelig med alle de popups i efterhånden har fået tilføjet, at købe en bog er faktisk næsten umuligt. Mvh Per Lindegren"
20190416,1756892,10,I har ALT!
20190416,14644701,10,"Nem mulighed for levering (hente på østerbro), stort udvalg, gode priser"
20190417,14645173,5,Har jo ikke prøvet det endnu
20190420,965017,10,hurtigt effektivt og god til prisen
20190906,12341858,10,"dejlig nemt og hurtigt, har ikke noget at sætte en finger på"
20190907,1803308,10,Altid god service og hurtig levering
20190910,1179313,10,det er det hele værd
20190911,84708,10,Nemt og overskuelig bestilling!
20190917,1176413,10,"LET OG HURTIGT AT KØBE BØGER, HURTIGT EKSPEDITION"
20190924,1818289,10,"Har endnu ikke oplevet at ville læse en bog, som jeg ikke har kunne købe hos jer."
20190929,1219495,10,"God overskuelig hjemmeside. Godt udvalgt - særligt af engelske bøger. Jeg har lige foretaget et køb online fra min mobil, hvilket var nemt og helt teknisk problemfrit. Også fantastisk med samarbejdet med UNICEF! "
20190930,1124595,10,Stort udvalg af engelsk litteratur og danske lydbøger. Premium er fantastisk!
20191008,12342796,10,"Godt sted at handler. God hjemmeside, hurtig levering. God kundeservice"
20190101,920346,10,"Elsker mit Premium abonnement. Og altid god og pålidelig service, når man bestiller bøger."
20190102,750208,7,"Udvalg og priser er dårligere end Amazon, og leveringstid er omtrent det samme. Mest relevant for danske bøger fremover."
20190917,11897673,10,i er billigere og hurtigere end Studenter boghandlen.dk. i kunne overveje at lave pensumlister for flere universitets kunder
20190926,605748,3,"webshop oplevelsen er alt for ringe, der er lang load tid og som om der ikke er ordenlig interface til at navigere frem og tilbage i søgninger uden at skal begynde forfra ved den mindste misklik."
20190102,923546,10,Jeg synes at Saxo fungerer upåklageligt og jeg er usær meget tilfreds med premium ordningen. 
20190103,1671051,10,Godt koncept - god app - godt nytår :)
20190104,11900629,10,"Stort udvalg, en meget tilgængelig hjemmeside."
20190407,1095239,1,Saxo Hjemmesiden er efterhånden helt ubrugelig
20190408,1597317,10,"Gode priser. Så længe i er konkurrencedygtige, så vil jeg handle her."
20190406,1141251,1,"Jeg anbefaler generelt ikke butikker eller medlemskaber, jeg fortæller blot, at jeg er medlem. Så finder folk selv ud af om de har samme interesse."
20190407,12003012,10,Det er nemt  og enkelte af bestille bøger
20190412,14639903,10,Gode priser
20190413,14641958,10,Selv sjældne titler kan man få på SAXO
20190414,1573233,0,jeg anbefaler ikke særlig tit noget som fx. saxo eller plusbog til nogen.
20190420,1107295,8,Forslag til forbedring: Det ville være dejligt hvis man kunne søge i e-bøger. Lige nu kan man kun vælge en kategori. Jeg vælger ofte bøger fra fordi de ikke findes som e-bog. 
20190421,11931361,7,"Bare min ""default"" web-boghandel
"
20190423,14115882,10,"Jeg er så tilfreds med Fru Billedkunst materialer, det er nemt at bruge, og kan altid finde et emne at bruge i løbet af året.
Mvh Lissie"
20190424,14650528,10,"Saxo har altid været kendt for kvalitet og god service,så derfor tør jeg godt anbefale Saxo til venner og bekendte."
20190426,1008325,8,Jeres hjemmeside trænger svært til modernisering. Hver gang man har foretaget en handling ender man forfra igen. Trættende.
20190426,12048201,9,Altid fremme hurtigt med nye bøger :-)
20191023,1127745,10,"Hjemmesiden er overskuelig, og det er nemt at bestille og betale. Der er et stort udvalg af bøger, også af e-publikationer, bestillingerne bliver ekspederet prompte, priserne er rimelige - og med Saxo Premium får jeg desuden adgang til at streame mange digitale titler, også brandaktuelle. Det er nemt og praktisk og faktisk ikke særlig dyrt."
20191031,1005173,8,"Jeg synes ikke, at der er nok lydbøger på engelsk"
20191107,1711031,9,"I har alle bøger, og tit er der læsemulighed, hvilket er supergodt."
20191110,12259364,7,Dejligt nemt at bestille og betale.
20191120,1105482,10,Det er en nem og overskuelig hjemmeside og udvalget er kæmpestort!
20191014,1890031,10,Super service
20191029,12137306,10,Altid en fornøjelse!!!
20191102,1196365,10,"Jeg får så meget spændende leveret af saxo, både fysiske bøger, e-bøger men i høj grad også lydbøger. Tænk et stort bibliotek man har til rådighed på rejsen eller mens man laver andet,  for en lille månedlig sum. Whats not to like!!!"
20191125,1740250,10,I leverer hver gang
20191127,961039,10,God service og stort udvalg af bøger.
20191129,1836439,10,"Det er en fantastisk side at handle på, professionel og hurtig ekspedition."
20190917,11978736,10,Viabill gør køb hos jer særdeles attraktiv!
20190918,1193063,10,Saxo er til at stole på og altid god service 
20190929,14015303,8,nej
20191001,1540351,10,Saxo er bare fantastisk. Let at bestille bøger og få dages leveringstid.
20191008,14832840,10,"Saxo fungerer rigtig godt, og har gode priser."
20191014,1669762,6,"som før beskrevet er jeres netbutik, ihvertfald hvad angår tegneserier håbløs at finde rundt i, men måske sælger i ikke nok til at det kan betale sig?Det har irriteret mig så meget at jeres karakter falder med 3-4 point"
20191015,915355,10,"Kæmpe udvalg, gode priser og hurtig levering. Meget tilfreds
"
20191016,14815048,10,Godt udvalg og god service
20191029,12276376,8,"fint udvalg, men meget bonusfis"
20191030,12273706,10,"Unlike Amazon, The books From Saxo arrive quickly and undamaged. The price is no more than from Amazon. The books I've wanted have always been available on Saxo. "
20191031,1294919,10,"Fungerer bare godt - har et princip om at købe lokalt, men I får mig til at handle på nettet."
20191102,12338221,10,Stort udvalg af bøger
20190409,971436,10,Altid god service og gode tilbud!
20190410,1105691,10,Stort udvalg og gode priser
20190416,1159113,9,det er ikke tilfredsstillende for mig at de købte e-bøger slettes automatisk fra mit bibliotek efter 24 måneder!
20190421,1580778,6,"Jeg er træt af, at man ikke kan få ordentlige priser uden at købe alverdens ""abbonemt"" ordninger. Hvor mange medlemmer tror I FDB ville have, hvis det kostede 99 kr. pr måned at være medlem? Eller hvor mange OK benzinkort tror I folk ville bestille, hvis de kostede knap 1200 kr. om året at eje? Kom nu SAXO. Jeg vil gerne handle hos jer, men tiden "
20190423,1300943,10,nej
20190102,1554458,7,Næh ...
20190102,1044368,10,<3
20190408,1685612,10,"Det er meget nemt, men man skal lige have styr på formaterne, man det handler om e_bøger."
20190408,446517,10,"hjemmesiden er nem at finde rundt i, og betjeningen er hurtig og nem"
20190408,1277632,9,God betjening.
20190409,12207710,9,"hvis jeg kendte nogen der hørte lydbøger, så ville jeg anbefale det, men jeg kender ikke nogen :-)"
20190416,11946567,9,Tilfredshed og fin service
20190417,945453,10,Jeg er meget glad for SAXO altid let at købe e-bøger til min Sony e-Reader
20190419,12258995,9,"Jeg ville have trykket 10, kom til at trykke 9. Jeg vil klart anbefale, da jeg altid er meget tilfreds med saxo"
20190423,11902599,10,I har altid ydet fortræffelig service
20190427,14384013,10,"Det fungerer bare godt når jeg har handlet! Hurtigt, nemt og med gode priser!"
20190427,1536973,0,I forsøger at proppe medlemskaber ned i hver handel. Det er ikke en forretningsmetode jeg billiger. Lær af det! Er jeres produkt godt nok kommer kunderne af sig selv. 
20190911,14804136,10,Fordi hjemmesiden fungere
20190921,967174,10,Stort udvalg :)
20191015,12342796,10,Bedste sted at købe Manga til min søn
20191030,1771521,10,"Kvalitet i udbud, salg og levering"
20190102,1257361,9,Elsker udvalg og service 
20190103,694018,10,Jeg er vild med den hurtige levering til min dør!
20190103,1934073,9,nemt at bestille på Saxo
20190103,14167611,8,Det er jo gået smertefrit
20191004,14831077,9,"Det fungerer, og så er de også tidligere med udenlandske bøger"
20191012,14834600,10,Gode bøger og godt udvalg. God levering og nem bestilling med oversigt.
20191016,1054719,8,Inspirerende oversigter og nemt at bestille også engelske titler
20191017,14837131,10,fly
20191019,1572593,10,I har næsten alt
20191027,1573788,10,Fantastisk hjemmeside!
20191120,1283866,9,I får ikke 10 da det vil stige Jer til hovedet.
20191122,14350382,8,jeg synes ikke der er helt så mange orakel kort som der var tidligere....
20191129,1727570,10,"Fik meget fin hjælp ved bestillingen, da jeg ikke kunne komme videre fra levering til betaling."
20191129,1215714,3,Jeres søgefunktion og kategorier virker ikke
20191209,951958,6,Plejer at være godt tilfreds - har i år handlet mange boggaver - fået en rabatkode !!! som ikke kan aktiveres øv -øv - øv
20191209,653366,10,"Det er nemt, stort udvalg, gode priser. Og så fungerer Saxo Premium upåklageligt."
20190101,1197805,8,"Det er til tider besværligt at søge - efter at have set på en specifik bog i søgelisten, og efterfølgende ville gå tilbage til oversigten - kommer man ikke tilbage til hvor man var nået i oversigten, men fra begyndelsen og med en anderledes oversigt end den tidligere."
20190103,12298363,10,Let at søge online og hurtig betjening
20190407,1701823,10,"Jeg køber gerne ebøger hos jer, men kun hvis de ikke har DRM (eller I får en bedre DRM løsning). Normalt køber jeg Kindle bøger men jeg ville hellere købe hos jer da jeg syntes Amazon er store og markedsdominerende. Flere engelske ebøger uden DRM TAK!"
20190407,14632743,4,"1. Prisen. Vi lever i en tid hvor størstedelen af jeres engelske titler kan købes billigere i udlandet. 
2. Prisen. 
3. Jeg føler mig ikke tryg når jeg køber e-bøger hos jer. fx. Pt. er jeg ved at lære avanceret excel og har derfor købt 3 titler hos jer. To af disse er e-bøger. Jeres ingen fortrydelsesret, er uretfærdig, når i skriver så lidt om t"
20190409,14016183,5,nej
20190410,12019749,8,Sikker levering til tiden!
20190410,745200,9,"Gode titler, gode priser :)"
20190412,936910,10,I har det hele og til fine priser. Overskueligt og lige til. Føler mig tryg ved at handle hos jer.
20190416,14644731,3,Leveringstiden tager for langt tid
20190419,1016935,2,"For dyrt, og dårlig hjemmeside.
Svært et søge og lave afgrænsninger."
20190419,12114962,10,"Det er lidt træls at når man trykker ""læg i kurven"" i ønskelisten - at bøgerne ikke længere findes i ønskelisten.
Kunne være fedt hvis det blev nemmere at ""like"" bøger"
20190420,1133866,10,"gode bøger
"
20190922,12094191,5,"Hvis nogen spørger, så henviser jeg gerne. I har en glimrende webshop :)"
20190930,1645439,10,"Jeg har aldrig haft problemer med Saxo, jeg er altid informeret om min ordre og hvis der er et problem er de altid venlige til at fixe det."
20191004,989790,5,"Jeg har tidligere venter meget længe på bøger fra Saxo, så jeg er lidt skeptisk."
20191004,1798733,10,Jeg har altid været tilfreds med levering af bøger jeg har bestilt
20191007,12168129,9,Betaling med mobilepay som før?
20191015,1010662,10,"Stort udvalg, nemt at bestille og hurtig levering"
20191016,264933,7,"Det har været alt for svært, både at blive medlem og  bestille.-"
20191016,1279279,10,Vigtigt at der er så mange amerikanske og engelske titler!
20191018,12164036,10,"Der er et stort udvalg, nem bestilling, især når man har log-in, ofte hurtig levering"
20191021,1268672,9,I er altid meget hurtige
20191104,1348279,10,"Godt udvalg, hurtig levering, gode priser."
20191111,12008808,10,Saxo har bare alt hvad der er brug for
20191112,1904144,10,Har mange interessante bøger...og udenlandske bøger også...
20191115,1198192,10,Good service and fast
20191002,12273076,10,Hurtig levering
20191011,342096,4,Det er møg besværligt at få sendt en pakke til nogle andre end en selv.
20190101,14302878,9,Hurtige! ??
20190103,1308158,10,I er bare den bedste bog klub
20190103,1645218,10,"I har det hele, og er hurtige!"
20190103,12263348,0,Tror bare ikke jeg går rundt og anbefaler hjemmesider hvor jeg har købt fra.
